Personality Name,Profession,Source,Link to Individual Personality Sheet,Posts,Instagram Followers,Total Posts Created,Total Posts Published,Engagement Status
Edmund M. Clarke,Computer Scientist,https://en.wikipedia.org/wiki/Edmund_M._Clarke,,,,,,
Jacques Cohen,Computer Scientist,https://en.wikipedia.org/wiki/Jacques_Cohen_(computer_scientist),,,,,,
Paul Justin Compton,Computer Scientist,https://en.wikipedia.org/wiki/Paul_Justin_Compton,,,,,,
Stephen Cook,Computer Scientist,https://en.wikipedia.org/wiki/Stephen_Cook,,,,,,
Danese Cooper,Computer Scientist,https://en.wikipedia.org/wiki/Danese_Cooper,,,,,,
Patrick Cousot,Computer Scientist,https://en.wikipedia.org/wiki/Patrick_Cousot,,,,,,
Nello Cristianini,Computer Scientist,https://en.wikipedia.org/wiki/Nello_Cristianini,,,,,,
Jon Crowcroft,Computer Scientist,https://en.wikipedia.org/wiki/Jon_Crowcroft,,,,,,
W. Bruce Croft,Computer Scientist,https://en.wikipedia.org/wiki/W._Bruce_Croft,,,,,,
Ryan Dahl,Computer Scientist,https://en.wikipedia.org/wiki/Ryan_Dahl,,,,,,
Andries van Dam,Computer Scientist,https://en.wikipedia.org/wiki/Andries_van_Dam,,,,,,
Neil Daswani,Computer Scientist,https://en.wikipedia.org/wiki/Neil_Daswani,,,,,,
Tom DeMarco,Computer Scientist,https://en.wikipedia.org/wiki/Tom_DeMarco,,,,,,
Richard DeMillo,Computer Scientist,https://en.wikipedia.org/wiki/Richard_DeMillo,,,,,,
Dorothy E. Denning,Computer Scientist,https://en.wikipedia.org/wiki/Dorothy_E._Denning,,,,,,
Peter J. Denning,Computer Scientist,https://en.wikipedia.org/wiki/Peter_J._Denning,,,,,,
Tom Abel,Cosmologist,https://en.wikipedia.org/wiki/Tom_Abel,https://drive.google.com/drive/folders/1n4DpwfkN71OC_rheqUxqSLaEcITf8FLU?usp=drive_link,,,,,
Roberto Abraham,Cosmologist,https://en.wikipedia.org/wiki/Roberto_Abraham,https://drive.google.com/drive/folders/1bPIldcRwxt7rrvfhEwyFyG4ufq4XTJfW?usp=drive_link,,,,,
Andreas Albrecht,Cosmologist,https://en.wikipedia.org/wiki/Andreas_Albrecht_(cosmologist),https://drive.google.com/drive/folders/1KRE9uSpL0OFW76PNotxZdQfYvFczbYJI?usp=drive_link,,,,,
Orfeu Bertolami,Cosmologist,https://en.wikipedia.org/wiki/Orfeu_Bertolami,https://drive.google.com/drive/folders/1mdNNTEbsdvw7nIObHOwMSl74MLnmvkQR?usp=drive_link,,,,,
James Binney,Cosmologist,https://en.wikipedia.org/wiki/James_Binney,https://drive.google.com/drive/folders/1e9H0ZVkJ8Kr92PD41zApLUlp_6eYOHLw?usp=share_link,,,,,
Sean M. Carroll,Cosmologist,https://en.wikipedia.org/wiki/Sean_M._Carroll,https://drive.google.com/drive/folders/1svjpvBWMxKnUO4Y-GZKhRPOCQtK5iAlL?usp=drive_link,,11.1K,,,
C. B. Collins,Cosmologist,https://en.wikipedia.org/wiki/C._B._Collins,https://drive.google.com/drive/folders/1yrdLLwWV0MOt1xMQBlTxNFcecYGmk-a8?usp=drive_link,,,,,
Asantha Cooray,Cosmologist,https://en.wikipedia.org/wiki/Asantha_Cooray,,,,,,
Paul Davies,Cosmologist,https://en.wikipedia.org/wiki/Paul_Davies,https://drive.google.com/drive/folders/1UR6KU7Bpds2Ekzb-Gt1_XuE8fGoLfp8d?usp=drive_link,,N/A,,,
Marc Davis,Cosmologist,https://en.wikipedia.org/wiki/Marc_Davis_(astronomer),https://drive.google.com/drive/folders/1zLn1ljOhX8AQm2XCbiqOStM3aiVc3mUr?usp=drive_link,,,,,
Avishai Dekel,Cosmologist,https://en.wikipedia.org/wiki/Avishai_Dekel,https://drive.google.com/drive/folders/1-TrHeF51yFWDJ7Bzyb8hY25cZmRQkVX5?usp=drive_link,,,,,
Mike J. Disney,Cosmologist,https://en.wikipedia.org/wiki/Mike_Disney,,,,,,
George Efstathiou,Cosmologist,https://en.wikipedia.org/wiki/George_Efstathiou,,,,,,
Jaan Einasto,Cosmologist,https://en.wikipedia.org/wiki/Jaan_Einasto,,,,,,
George F. R. Ellis,Cosmologist,https://en.wikipedia.org/wiki/George_F._R._Ellis,,,,,,
Richard S. Ellis,Cosmologist,https://en.wikipedia.org/wiki/Richard_Ellis_(astronomer),,,,,,
Sandra M. Faber,Cosmologist,https://en.wikipedia.org/wiki/Sandra_M._Faber,https://drive.google.com/drive/folders/1eqUj97QdThbtBy75DlP_2FB-BswTFquR?usp=sharing,,,,,
Carlos S. Frenk,Cosmologist,https://en.wikipedia.org/wiki/Carlos_Frenk,,,,,,
Margaret J. Geller,Cosmologist,https://en.wikipedia.org/wiki/Margaret_Geller,,,,,,
Alan Guth,Cosmologist,https://en.wikipedia.org/wiki/Alan_Guth,,,,,,
Charles W. Hellaby,Cosmologist,https://en.wikipedia.org/wiki/Charles_W._Hellaby,,,,,,
Micha? Heller,Cosmologist,https://en.wikipedia.org/wiki/Micha%C5%82_Heller,,,,,,
Mustapha Ishak Boushaki,Cosmologist,https://en.wikipedia.org/wiki/Mustapha_Ishak_Boushaki,,,,,,
Robert Kirshner,Cosmologist,https://en.wikipedia.org/wiki/Robert_Kirshner,,,,,,
Lawrence M. Krauss,Cosmologist,https://en.wikipedia.org/wiki/Lawrence_M._Krauss,,,,,,
Ofer Lahav,Cosmologist,https://en.wikipedia.org/wiki/Ofer_Lahav,,,,,,
Tod R. Lauer,Cosmologist,https://en.wikipedia.org/wiki/Tod_R._Lauer,,,,,,
Janna Levin,Cosmologist,https://en.wikipedia.org/wiki/Janna_Levin,,,,,,
Andrei Linde,Cosmologist,https://en.wikipedia.org/wiki/Andrei_Linde,https://drive.google.com/drive/folders/1EOb1Q6LFZ1dQPn6F2SjwoIkVJ2Zxkkqh?usp=sharing,,,,,
"John J. DiIulio, Jr.",Criminal Justice Academics,"https://en.wikipedia.org/wiki/John_J._DiIulio,_Jr.",https://drive.google.com/drive/folders/14jdbeUpZ9YL5v7FacCUeCJJ_Ra_Jy1Ny?usp=drive_link,,,,,
James Alan Fox,Criminal Justice Academics,https://en.wikipedia.org/wiki/James_Alan_Fox,https://drive.google.com/drive/folders/1wjZy8hS_96ZlXz5myaE50lVgSdSR9tY4?usp=drive_link,,,,,
Katheryn K. Russell,Criminal Justice Academics,https://en.wikipedia.org/wiki/Katheryn_K._Russell,https://drive.google.com/drive/folders/1VQS8_BpttHOfjWpoaxvvnKGETyWNg9wA?usp=drive_link,,,,,
Frank Schmalleger,Criminal Justice Academics,https://en.wikipedia.org/wiki/Frank_Schmalleger,,,,,,
Taran Adarsh,Film Critic,https://en.wikipedia.org/wiki/Taran_Adarsh,https://drive.google.com/drive/folders/1exGtO-mTTJpsDgN2YfdPT87ph3rOucCm?usp=drive_link,,766K,,,
Melissa Anderson,Film Critic,https://en.wikipedia.org/w/index.php?title=Melissa_Anderson_(film_critic)&action=edit&redlink=1,,,,,,
David Ansen,Film Critic,https://en.wikipedia.org/wiki/David_Ansen,https://drive.google.com/drive/folders/1aGXvLNZHLt3MS_Faf2qsZ_9bXUlwmKsB?usp=drive_link,,,,,
Michael Atkinson,Film Critic,https://en.wikipedia.org/wiki/Michael_Atkinson_(writer),https://drive.google.com/drive/folders/1mYmxVjpIqKWnGTH2WU_3VWRLaogueRaN?usp=drive_link,,,,,
James Berardinelli,Film Critic,https://en.wikipedia.org/wiki/James_Berardinelli,https://drive.google.com/drive/folders/1JZ0N5TOZmAry6IYw2wjopP9z4tRFzndg?usp=share_link,,,,,
Peter Biskind,Film Critic,https://en.wikipedia.org/wiki/Peter_Biskind,https://drive.google.com/drive/folders/1YPRsdPUdixyJznboTzbTfhEqz6tcajKA?usp=drive_link,,,,,
Peter Bradshaw,Film Critic,https://en.wikipedia.org/wiki/Peter_Bradshaw,https://drive.google.com/drive/folders/1aLmqQSHxzZl42VPBzIdp277xzo7zeWNC?usp=drive_link,,"4,169",,,
Tom Brook,Film Critic,https://en.wikipedia.org/wiki/Tom_Brook,https://drive.google.com/drive/folders/1U2esQbiqVOdc8LIzvMUpz0mEoBaSNooq?usp=drive_link,,N/A,,,
Ty Burr,Film Critic,https://en.wikipedia.org/wiki/Ty_Burr,https://drive.google.com/drive/folders/1yu_SnX2ZvHLmv2aiKYnH0SVgtJSAsMto?usp=drive_link,,N/A,,,
Justin Chang,Film Critic,https://en.wikipedia.org/wiki/Justin_Chang,https://drive.google.com/drive/folders/1mGI43Hodctw--YCciDEBWNGLqMJiATCO?usp=drive_link,,918,,,
Carina Chocano,Film Critic,https://en.wikipedia.org/w/index.php?title=Carina_Chocano&action=edit&redlink=1,https://drive.google.com/drive/folders/1kkdjdSTKgb-lIXvu65C_S7-mGXMv7bm1?usp=drive_link,,,,,
Mike D'Angelo,Film Critic,https://en.wikipedia.org/wiki/Mike_D%27Angelo,https://drive.google.com/drive/folders/1P_bEf8_-8qyN_kCiPbdUIG2sU1e05Z-x?usp=drive_link,,3.5M,,,
David Denby,Film Critic,https://en.wikipedia.org/wiki/David_Denby_(film_critic),https://drive.google.com/drive/folders/1zL1ObUdkwno9BxyvAvB8JUfLxwoHZJqt?usp=drive_link,,,,,
Alonso Duralde,Film Critic,https://en.wikipedia.org/wiki/Alonso_Duralde,,,,,,
Owen Gleiberman,Film Critic,https://en.wikipedia.org/wiki/Owen_Gleiberman,,,,,,
Jake Hamilton,Film Critic,https://en.wikipedia.org/wiki/Jake_Hamilton,https://drive.google.com/drive/folders/1jboWCbyMq0pYdUMNEB0fUbIzCczg5xo1?usp=drive_link,,17.4K,,,
Molly Haskell,Film Critic,https://en.wikipedia.org/wiki/Molly_Haskell,,,,,,
J. Hoberman,Film Critic,https://en.wikipedia.org/wiki/J._Hoberman,,,,,,
Ann Hornaday,Film Critic,https://en.wikipedia.org/wiki/Ann_Hornaday,,,,,,
Stephen Hunter,Film Critic,https://en.wikipedia.org/wiki/Stephen_Hunter,,,,,,
Sudhish Kamath,Film Critic,https://en.wikipedia.org/wiki/Sudhish_Kamath,,,,,,
Dave Kehr,Film Critic,https://en.wikipedia.org/wiki/Dave_Kehr,,,,,,
Lisa Kennedy,Film Critic,https://en.wikipedia.org/wiki/Lisa_Kennedy,,,,,,
Glenn Kenny,Film Critic,https://en.wikipedia.org/wiki/Glenn_Kenny,,,,,,
Mark Kermode,Film Critic,https://en.wikipedia.org/wiki/Mark_Kermode,,,,,,
Mick LaSalle,Film Critic,https://en.wikipedia.org/wiki/Mick_LaSalle,,,,,,
Christy Lemire,Film Critic,https://en.wikipedia.org/wiki/Christy_Lemire,,,,,,
Tim Lucas,Film Critic,https://en.wikipedia.org/wiki/Tim_Lucas,,,,,,
Lou Lumenick,Film Critic,https://en.wikipedia.org/wiki/Lou_Lumenick,,,,,,
Jeffrey Lyons,Film Critic,https://en.wikipedia.org/wiki/Jeffrey_Lyons_(television_critic),,,,,,
Derek Malcolm,Film Critic,https://en.wikipedia.org/wiki/Derek_Malcolm,,,,,,
Leonard Maltin,Film Critic,https://en.wikipedia.org/wiki/Leonard_Maltin,,,,,,
Rajeev Masand,Film Critic,https://en.wikipedia.org/wiki/Rajeev_Masand,,,,,,
Janet Maslin,Film Critic,https://en.wikipedia.org/wiki/Janet_Maslin,,,,,,
Michael Medved,Film Critic,https://en.wikipedia.org/wiki/Michael_Medved,,,,,,
Nell Minow,Film Critic,https://en.wikipedia.org/wiki/Nell_Minow,,,,,,
Joe Morgenstern,Film Critic,https://en.wikipedia.org/wiki/Joe_Morgenstern,,,,,,
Wesley Morris,Film Critic,https://en.wikipedia.org/wiki/Wesley_Morris,,,,,,
Kim Newman,Film Critic,https://en.wikipedia.org/wiki/Kim_Newman,,,,,,
Ayo & Teo,Dancer,https://en.wikipedia.org/wiki/Ayo_%26_Teo,https://drive.google.com/drive/folders/1B-9lus3ToMFEwPv6bqC9lPcxf8uuDRJG?usp=drive_link,,24.4K,,,
Sara Baras,Dancer,https://en.wikipedia.org/wiki/Sara_Baras,https://drive.google.com/drive/folders/1ht4jMjAoXwmapxvaMEEihjd2KJ4bUNci?usp=drive_link,,,,,
Bez,Dancer,https://en.wikipedia.org/wiki/Bez_(dancer),https://drive.google.com/drive/folders/1ngPNgu7WXRM8OdddozpwP7Sax6ieWK6D?usp=drive_link,,,,,
Leslie Caron,Dancer,https://en.wikipedia.org/wiki/Leslie_Caron,https://drive.google.com/drive/folders/1ceXlQVbV0XUVQatndX-084JYv70VRS7x?usp=drive_link,,,,,
Ciara,Dancer,https://en.wikipedia.org/wiki/Ciara,https://drive.google.com/drive/folders/1SmID4rX52x5pJcnyUKl_ySzdNzVcI0B_?usp=drive_link,,,,,
Misty Copeland,Dancer,https://en.wikipedia.org/wiki/Misty_Copeland,https://drive.google.com/drive/folders/1Wmpyv0sGMZqO17ieqjY17ZoTtqmh4Kq2?usp=drive_link,,,,,
Joaquín Cortés,Dancer,https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Cort%C3%A9s,https://drive.google.com/drive/folders/1vWdPRIsKw-SctVzxhhD48OB11Ch_y1QR?usp=drive_link,,152K,,,
Tabitha and Napoleon D'umo,Dancer,https://en.wikipedia.org/wiki/Tabitha_and_Napoleon_D%27umo,https://drive.google.com/drive/folders/17GcWnyiGw6Wcizp6zo5AAkW7XQ09ySvv?usp=drive_link,,,,,
Alex Da Silva,Dancer,https://en.wikipedia.org/wiki/Alex_Da_Silva_(dancer),,,,,,
Lucinda Dickey,Dancer,https://en.wikipedia.org/wiki/Lucinda_Dickey,,,,,,
Doctor Ice,Dancer,https://en.wikipedia.org/wiki/Doctor_Ice,,,,,,
Amera Eid,Dancer,https://en.wikipedia.org/wiki/Amera_Eid,,,,,,
Michael Ryan Flatley,Dancer,https://en.wikipedia.org/wiki/Michael_Ryan_Flatley,https://drive.google.com/drive/folders/1KF7XvdOViY6vzfN524ZJe2O7nNk5dej5?usp=sharing,,,,,
Flying Steps,Dancer,https://en.wikipedia.org/wiki/Flying_Steps,,,,,,
William Forsythe,Dancer,https://en.wikipedia.org/wiki/William_Forsythe_(dancer),,,,,,
Chicho Frumboli,Dancer,https://en.wikipedia.org/wiki/Chicho_Frumboli,,,,,,
Savion Glover,Dancer,https://en.wikipedia.org/wiki/Savion_Glover,,,,,,
MC Hammer,Dancer,https://en.wikipedia.org/wiki/MC_Hammer,,,,,,
Hong 10,Dancer,https://en.wikipedia.org/wiki/Hong_10,,,,,,
Finola Hughes,Dancer,https://en.wikipedia.org/wiki/Finola_Hughes,,,,,,
Janet Jackson,Dancer,https://en.wikipedia.org/wiki/Janet_Jackson,,,,,,
Benjamin Milan,Dancer,https://en.wikipedia.org/wiki/Benjamin_Jonsson,,,,,,
Kunwar Amarjeet Singh,Dancer,https://en.wikipedia.org/wiki/Kunwar_Amar,,,,,,
Lilliana Ketchman,Dancer,https://en.wikipedia.org/wiki/Lilliana_Ketchman,,,,,,
Alonzo King LINES Ballet,Dancer,https://en.wikipedia.org/wiki/Alonzo_King_LINES_Ballet,,,,,,
Jiří Kylián,Dancer,https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Kyli%C3%A1n,,,,,,
Maria Kochetkova,Dancer,https://en.wikipedia.org/wiki/Maria_Kochetkova,,,,,,
Last For One,Dancer,https://en.wikipedia.org/wiki/Last_For_One,,,,,,
Nick Lazzarini,Dancer,https://en.wikipedia.org/wiki/Nick_Lazzarini,,,,,,
Lawrence Leritz,Dancer,https://en.wikipedia.org/wiki/Lawrence_Leritz,,,,,,
Les Twins,Dancer,https://en.wikipedia.org/wiki/Les_Twins,,,,,,
Lil' C,Dancer,https://en.wikipedia.org/wiki/Lil%27_C,,,,,,
Chloe Lukasiak,Dancer,https://en.wikipedia.org/wiki/Chloe_Lukasiak,,,,,,
Jennifer Lopez,Dancer,https://en.wikipedia.org/wiki/Jennifer_Lopez,,,,,,
Madonna,Dancer,https://en.wikipedia.org/wiki/Madonna,,,,,,
Madhuri Dixit,Dancer,https://en.wikipedia.org/wiki/Madhuri_Dixit,,,,,,
Natalia Makarova,Dancer,https://en.wikipedia.org/wiki/Natalia_Makarova,,,,,,
Mata Hari,Dancer,https://en.wikipedia.org/wiki/Mata_Hari,,,,,,
Jewel McGowan,Dancer,https://en.wikipedia.org/wiki/Jewel_McGowan,,,,,,
Baisali Mohanty,Dancer,https://en.wikipedia.org/wiki/Baisali_Mohanty,,,,,,
Mary Murphy,Dancer,https://en.wikipedia.org/wiki/Mary_Murphy_(choreographer),,,,,,
Vaslav Fomich Nijinsky,Dancer,https://en.wikipedia.org/wiki/Vaslav_Fomich_Nijinsky,,,,,,
Ann-Margret Olsson,Dancer,https://en.wikipedia.org/wiki/Ann-Margret,,,,,,
Simona Orinska,Dancer,https://en.wikipedia.org/wiki/Simona_Orinska,,,,,,
Anna Pavlovna Pavlova,Dancer,https://en.wikipedia.org/wiki/Anna_Pavlova,,,,,,
Arlene Phillips,Dancer,https://en.wikipedia.org/wiki/Arlene_Phillips,,,,,,
Ommi Pipit-Suksun,Dancer,https://en.wikipedia.org/wiki/Ommi_Pipit-Suksun,,,,,,
Wade Robson,Dancer,https://en.wikipedia.org/wiki/Wade_Robson,,,,,,
Nicola Acocella,Economist,https://en.wikipedia.org/wiki/Nicola_Acocella,https://drive.google.com/drive/folders/16qZ2mXuqQwsh-2juaDh0mcqIeL3Sv6iw?usp=drive_link,,,,,
Philippe Aghion,Economist,https://en.wikipedia.org/wiki/Philippe_Aghion,https://drive.google.com/drive/folders/1QTnAeblpucEgp4LepYQFVNr3DASG6hDL?usp=drive_link,,,,,
Qazi Kholiquzzaman Ahmad,Economist,https://en.wikipedia.org/wiki/Qazi_Kholiquzzaman_Ahmad,https://drive.google.com/drive/folders/1A2OSIBfsyRlYns9akBEmI0kMkUUX7XR9?usp=drive_link,,,,,
Franklin Allen,Economist,https://en.wikipedia.org/wiki/Franklin_Allen,https://drive.google.com/drive/folders/1ypz0_c42BXHbsDW9nFFZ-xiW3dqMpKSQ?usp=share_link,,,,,
Gar Alperovitz,Economist,https://en.wikipedia.org/wiki/Gar_Alperovitz,https://drive.google.com/drive/folders/1tufFid2xrkDsggDcDkpYcfGV4GLTraz2?usp=drive_link,,,,,
Donald Andrews,Economist,https://en.wikipedia.org/wiki/Donald_Andrews,https://drive.google.com/drive/folders/13LytVJ8hTivDuOS-ciuD63sps7stOQIR?usp=drive_link,,,,,
George-Marios Angeletos,Economist,https://en.wikipedia.org/wiki/George-Marios_Angeletos,https://drive.google.com/drive/folders/1ftpWGr-PuhwJ_qRsCNvpn-HRYG39Rt-1?usp=drive_link,,,,,
Joshua Angrist,Economist,https://en.wikipedia.org/wiki/Joshua_Angrist,,,,,,
Thomas Aquinas,Economist,https://en.wikipedia.org/wiki/Thomas_Aquinas,,,,,,
Dan Ariely,Economist,https://en.wikipedia.org/wiki/Dan_Ariely,,,,,,
,,,,,,,,
Orazio Attanasio,Economist,https://en.wikipedia.org/wiki/Orazio_Attanasio,,,,,,
David B. Audretsch,Economist,https://en.wikipedia.org/wiki/David_B._Audretsch,,,,,,
Robert Aumann,Economist,https://en.wikipedia.org/wiki/Robert_Aumann,,,,,,
Dean Baker,Economist,https://en.wikipedia.org/wiki/Dean_Baker,,,,,,
Leszek Balcerowicz,Economist,https://en.wikipedia.org/wiki/Leszek_Balcerowicz,,,,,,
Abhijit Banerjee,Economist,https://en.wikipedia.org/wiki/Abhijit_Banerjee,,,,,,
William A. Barnett,Economist,https://en.wikipedia.org/wiki/William_A._Barnett,,,,,,
Frédéric Bastiat,Economist,https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Bastiat,,,,,,
Ravi Batra,Economist,https://en.wikipedia.org/wiki/Ravi_Batra,,,,,,
Marianne Bertrand,Economist,https://en.wikipedia.org/wiki/Marianne_Bertrand,,,,,,
Truman Bewley,Economist,https://en.wikipedia.org/wiki/Truman_Bewley,,,,,,
Jagdish Bhagwati,Economist,https://en.wikipedia.org/wiki/Jagdish_Bhagwati,,,,,,
William K. Black,Economist,https://en.wikipedia.org/wiki/William_K._Black,,,,,,
Alan Blinder,Economist,https://en.wikipedia.org/wiki/Alan_Blinder,,,,,,
Walter Block,Economist,https://en.wikipedia.org/wiki/Walter_Block,,,,,,
Michele Boldrin,Economist,https://en.wikipedia.org/wiki/Michele_Boldrin,,,,,,
Tim Bollerslev,Economist,https://en.wikipedia.org/wiki/Tim_Bollerslev,,,,,,
George Borjas,Economist,https://en.wikipedia.org/wiki/George_Borjas,,,,,,
Marcel Boyer,Economist,https://en.wikipedia.org/wiki/Marcel_Boyer,,,,,,
David Boyle,Economist,https://en.wikipedia.org/wiki/David_Boyle_(author),,,,,,
William Brainard,Economist,https://en.wikipedia.org/wiki/William_Brainard,,,,,,
Martin Browning,Economist,https://en.wikipedia.org/wiki/Martin_Browning,,,,,,
Willem Buiter,Economist,https://en.wikipedia.org/wiki/Willem_Buiter,,,,,,
Ricardo J. Caballero,Economist,https://en.wikipedia.org/wiki/Ricardo_J._Caballero,,,,,,
Colin Camerer,Economist,https://en.wikipedia.org/wiki/Colin_Camerer,,,,,,
Stephen Cameron,Economist,https://en.wikipedia.org/wiki/Stephen_Cameron,,,,,,
Bryan Caplan,Economist,https://en.wikipedia.org/wiki/Bryan_Caplan,,,,,,
David Card,Economist,https://en.wikipedia.org/wiki/David_Card,,,,,,
Kevin Carson,Economist,https://en.wikipedia.org/wiki/Kevin_Carson,,,,,,
Richard Carson,Economist,https://en.wikipedia.org/wiki/Richard_Carson,,,,,,
Agustín Carstens,Economist,https://en.wikipedia.org/wiki/Agust%C3%ADn_Carstens,,,,,,
Frank J. Chaloupka,Economist,https://en.wikipedia.org/wiki/Frank_J._Chaloupka,,,,,,
Ha-Joon Chang,Economist,https://en.wikipedia.org/wiki/Ha-Joon_Chang,,,,,,
Steven N. S. Cheung,Economist,https://en.wikipedia.org/wiki/Steven_N._S._Cheung,,,,,,
Graciela Chichilnisky,Economist,https://en.wikipedia.org/wiki/Graciela_Chichilnisky,,,,,,
Menzie Chinn,Economist,https://en.wikipedia.org/wiki/Menzie_Chinn,,,,,,
Gregory Clark,Economist,https://en.wikipedia.org/wiki/Gregory_Clark_(economist),,,,,,
John H. Cochrane,Economist,https://en.wikipedia.org/wiki/John_H._Cochrane,,,,,,
Dora L. Costa,Economist,https://en.wikipedia.org/wiki/Dora_L._Costa,,,,,,
Christopher Coyne,Economist,https://en.wikipedia.org/wiki/Christopher_Coyne_(professor),,,,,,
Tyler Cowen,Economist,https://en.wikipedia.org/wiki/Tyler_Cowen,https://drive.google.com/drive/folders/1cOlVnEE59UwbVnRT0kT3pt0yzToSBgyQ?usp=drive_link,,,,,
Uri Dadush,Economist,https://en.wikipedia.org/wiki/Uri_Dadush,,,,,,
"Sandy Darity, Jr.",Economist,"https://en.wikipedia.org/wiki/Sandy_Darity,_Jr.",,,,,,
Partha Dasgupta,Economist,https://en.wikipedia.org/wiki/Partha_Dasgupta,,,,,,
Paul Davidson,Economist,https://en.wikipedia.org/wiki/Paul_Davidson_(economist),,,,,,
Antony Davies,Economist,https://en.wikipedia.org/wiki/Antony_Davies,,,,,,
J. Bradford DeLong,Economist,https://en.wikipedia.org/wiki/J._Bradford_DeLong,,,,,,
"Meghnad Desai, Baron Desai",Economist,"https://en.wikipedia.org/wiki/Meghnad_Desai,_Baron_Desai",,,,,,
Hernando de Soto Polar,Economist,https://en.wikipedia.org/wiki/Hernando_de_Soto_Polar,,,,,,
Douglas Diamond,Economist,https://en.wikipedia.org/wiki/Douglas_Diamond,,,,,,
Peter Diamond,Economist,https://en.wikipedia.org/wiki/Peter_Diamond,https://drive.google.com/drive/folders/1_KgDVkBLi9nbkah9DQMVIf_hKNa2KyVo?usp=drive_link,,,,,
Esther Duflo,Economist,https://en.wikipedia.org/wiki/Esther_Duflo,https://drive.google.com/drive/folders/1gsnvFci6zWYY_fZwfOkT82AeJZUwAhge?usp=drive_link,,,,,
Steven N. Durlauf,Economist,https://en.wikipedia.org/wiki/Steven_N._Durlauf,https://drive.google.com/drive/folders/1CNV0b-Pwh3qN739qnO8I6NW2N1xkNRUm?usp=drive_link,,,,,
Sebastian Edwards,Economist,https://en.wikipedia.org/wiki/Sebastian_Edwards,https://drive.google.com/drive/folders/1T9nT5zXc7LO0Tzl_LzCIwvs7-NUPwlhW?usp=drive_link,,,,,
Martin Eichenbaum,Economist,https://en.wikipedia.org/wiki/Martin_Eichenbaum,https://drive.google.com/drive/folders/1hilU6vdLun8CLwS4W-QicsTT2YeanHlQ?usp=drive_link,,,,,
José Luís Espert,Economist,https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Espert,,,,,,
Marc Faber,Economist,https://en.wikipedia.org/wiki/Marc_Faber,https://drive.google.com/drive/folders/1MGBOHsui92oBrdWnlITW4NKTy7wc5vOQ?usp=sharing,,,,,
Ernst Fehr,Economist,https://en.wikipedia.org/wiki/Ernst_Fehr,https://drive.google.com/drive/folders/151z5SQzQ21s-gMFMQx60WFzGC6vtNOYM?usp=sharing,,,,,
Jon Fisher,Economist,https://en.wikipedia.org/wiki/Jon_Fisher,,,,,,
,,,,,,,,
Bang Si-hyuk,Entrepreneur,https://en.wikipedia.org/wiki/Bang_Si-hyuk,https://drive.google.com/drive/folders/1JVVzqrwSKYQ32ZVnZ5cx9OUP-bsApAS7?usp=drive_link,,1.8M,,,
Richard Branson,Entrepreneur,https://en.wikipedia.org/wiki/Richard_Branson,https://drive.google.com/drive/folders/1tV2O1V4tRqqtYOYzQLu_F1_MIonV_6-I?usp=drive_link,,,,,
Michael Dell,Entrepreneur,https://en.wikipedia.org/wiki/Michael_Dell,https://drive.google.com/drive/folders/1Ufh3UcK_P_diNHJCZVCVZKKOl68AYxqX?usp=drive_link,,,,,
Bill Gates,Entrepreneur,https://en.wikipedia.org/wiki/Bill_Gates,https://drive.google.com/drive/folders/1SgKcD64YEbamKU-VJvrIMjs5-Q04elu6?usp=drive_link,,,,,
Henry Hu,Entrepreneur,https://en.wikipedia.org/wiki/Henry_Hu,,,,,,
Vinod Khosla,Entrepreneur,https://en.wikipedia.org/wiki/Vinod_Khosla,https://drive.google.com/drive/folders/1e3bGctvzxvFB3e_GsFvxm5prp9AX27jF?usp=drive_link,,N/A,,,
Kiran Mazumdar-Shaw,Entrepreneur,https://en.wikipedia.org/wiki/Kiran_Mazumdar-Shaw,https://drive.google.com/drive/folders/1d7_G03O4peVBR-1cNAdPsiYKjKHocos0?usp=drive_link,,,,,
Vince McMahon,Entrepreneur,https://en.wikipedia.org/wiki/Vince_McMahon,https://drive.google.com/drive/folders/1fExH69GrOgs0-celfgUMHFT8h8Qksf0n?usp=drive_link,,,,,
Sunil Mittal,Entrepreneur,https://en.wikipedia.org/wiki/Sunil_Mittal,https://drive.google.com/drive/folders/1Ng9UM8UbuvkKxvRw5pNvkGSg-IAXiD-Z?usp=drive_link,,,,,
N. R. Narayana Murthy,Entrepreneur,https://en.wikipedia.org/wiki/N._R._Narayana_Murthy,,,,,,
Michael J. Saylor,Entrepreneur,https://en.wikipedia.org/wiki/Michael_J._Saylor,,,,,,
Alan Sugar,Entrepreneur,https://en.wikipedia.org/wiki/Alan_Sugar,,,,,,
Ted Turner,Entrepreneur,https://en.wikipedia.org/wiki/Ted_Turner,,,,,,
Madam C.J. Walker,Entrepreneur,https://en.wikipedia.org/wiki/Madam_C.J._Walker,,,,,,
Oprah Winfrey,Entrepreneur,https://en.wikipedia.org/wiki/Oprah_Winfrey,,,,,,
Steve Wozniak,Entrepreneur,https://en.wikipedia.org/wiki/Steve_Wozniak,,,,,,
Brian Acton,Entrepreneur,https://en.wikipedia.org/wiki/Brian_Acton,,,,,,
